4.841508470000000131e+01,1.488743460000000063e+01,2.959016300000000044e+01,1.516613371999999913e+02
3.734453460000000291e+01,1.488743460000000063e+01,2.959016300000000044e+01,1.516613371999999913e+02
3.734453460000000291e+01,1.488743460000000063e+01,5.166351650000000006e+01,1.516613371999999913e+02
3.734453460000000291e+01,1.784923609999999883e+01,5.166351650000000006e+01,1.516613371999999913e+02
3.734453460000000291e+01,1.784923609999999883e+01,5.166351650000000006e+01,1.979108525999999983e+02
3.734453460000000291e+01,1.784923609999999883e+01,5.166351650000000006e+01,1.979108525999999983e+02
3.734453460000000291e+01,1.784923609999999883e+01,5.166351650000000006e+01,1.979108525999999983e+02
3.734453460000000291e+01,1.784923609999999883e+01,5.166351650000000006e+01,1.979108525999999983e+02
4.838918230000000165e+01,1.784923609999999883e+01,5.166351650000000006e+01,1.979108525999999983e+02
4.838918230000000165e+01,1.784923609999999883e+01,4.092487750000000091e+01,1.979108525999999983e+02
4.838918230000000165e+01,1.990275709999999876e+01,4.092487750000000091e+01,1.873220005999999955e+02
4.838918230000000165e+01,1.990275709999999876e+01,4.092487750000000091e+01,1.873220005999999955e+02
4.838918230000000165e+01,1.990275709999999876e+01,4.092487750000000091e+01,1.873220005999999955e+02
5.365377540000000067e+01,1.990275709999999876e+01,4.092487750000000091e+01,1.873220005999999955e+02
5.365377540000000067e+01,1.990275709999999876e+01,4.092487750000000091e+01,1.873220005999999955e+02
5.365377540000000067e+01,1.990275709999999876e+01,4.019214840000000066e+01,1.873220005999999955e+02
5.365377540000000067e+01,1.785671999999999926e+01,4.019214840000000066e+01,1.873220005999999955e+02
5.365377540000000067e+01,1.785671999999999926e+01,4.019214840000000066e+01,1.644333608999999967e+02
5.365377540000000067e+01,1.785671999999999926e+01,4.019214840000000066e+01,1.644333608999999967e+02
3.773704939999999652e+01,1.785671999999999926e+01,4.019214840000000066e+01,1.644333608999999967e+02
3.773704939999999652e+01,1.785671999999999926e+01,4.019214840000000066e+01,1.644333608999999967e+02
3.773704939999999652e+01,1.785671999999999926e+01,4.019214840000000066e+01,1.644333608999999967e+02
3.773704939999999652e+01,1.785671999999999926e+01,4.019214840000000066e+01,1.644333608999999967e+02
3.773704939999999652e+01,1.785671999999999926e+01,4.616739030000000099e+01,1.987968280000000050e+02
6.761011530000000391e+01,1.723632119999999901e+01,4.616739030000000099e+01,1.987968280000000050e+02
6.761011530000000391e+01,1.723632119999999901e+01,4.616739030000000099e+01,1.987968280000000050e+02
6.761011530000000391e+01,1.723632119999999901e+01,4.616739030000000099e+01,1.987968280000000050e+02
6.761011530000000391e+01,1.723632119999999901e+01,4.616739030000000099e+01,1.987968280000000050e+02
6.761011530000000391e+01,1.723632119999999901e+01,4.616739030000000099e+01,1.987968280000000050e+02
6.761011530000000391e+01,1.723632119999999901e+01,4.616739030000000099e+01,1.894600039000000038e+02
